"Economy","Code","Region","Income group","Lending category","Other (EMU or HIPC)","countrycode_en","countrycode_wb","region","country","capacity","score","year","capacity_category","category"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Medical Countermeasures",80,2019,"Respond","green"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Risk Communication",48,2019,"Respond","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Events Points of Entry (PoEs)",50,2019,"Other Hazards","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Chemical Events",40,2019,"Other Hazards","yellow"
"Marshall Islands","MHL","East Asia & Pacific","Upper middle income","IDA",NA,"Marshall Islands","MHL","Western Pacific Region","Marshall Islands","Radiation Emergencies",20,2019,"Other Hazards","red"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","National Legislation, Policy and Financing",53,2019,"Prevent","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","IHR Coordination, Communication and Advocacy",60,2019,"Prevent","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Antimicrobial Resistance",50,2019,"Prevent","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Zoonotic Disease",40,2019,"Prevent","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Food Safety",60,2019,"Prevent","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Biosafety and Biosecurity",30,2019,"Prevent","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Immunization",70,2019,"Prevent","green"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","National Laboratory System",60,2019,"Detect","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Real-Time Surveillance",53,2019,"Detect","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Reporting",60,2019,"Detect","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Human Resources (Animal and human health sector)",50,2019,"Detect","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Preparedness",60,2019,"Respond","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Emergency Response Operations",60,2019,"Respond","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Linking Public Health and Security Authorities",60,2019,"Respond","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Medical Countermeasures",66,2019,"Respond","green"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Risk Communication",52,2019,"Respond","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Events Points of Entry (PoEs)",80,2019,"Other Hazards","green"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Chemical Events",40,2019,"Other Hazards","yellow"
"North Macedonia","MKD","Europe & Central Asia","Upper middle income","IBRD",NA,"North Macedonia","MKD","European Region","North Macedonia","Radiation Emergencies",80,2019,"Other Hazards","green"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","National Legislation, Policy and Financing",20,2017,"Prevent","red"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","IHR Coordination, Communication and Advocacy",20,2017,"Prevent","red"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Antimicrobial Resistance",20,2017,"Prevent","red"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Zoonotic Disease",40,2017,"Prevent","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Food Safety",40,2017,"Prevent","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Biosafety and Biosecurity",30,2017,"Prevent","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Immunization",60,2017,"Prevent","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","National Laboratory System",50,2017,"Detect","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Real-Time Surveillance",60,2017,"Detect","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Reporting",40,2017,"Detect","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Human Resources (Animal and human health sector)",40,2017,"Detect","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Preparedness",40,2017,"Respond","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Emergency Response Operations",30,2017,"Respond","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Linking Public Health and Security Authorities",40,2017,"Respond","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Medical Countermeasures",10,2017,"Respond","red"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Risk Communication",30,2017,"Respond","yellow"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Events Points of Entry (PoEs)",20,2017,"Other Hazards","red"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Chemical Events",20,2017,"Other Hazards","red"
"Mali","MLI","Sub-Saharan Africa","Low income","IDA","HIPC","Mali","MLI","African Region","Mali","Radiation Emergencies",20,2017,"Other Hazards","red"
"Malta","MLT","Middle East & North Africa","High income",NA,"EMU","Malta","MLT",NA,NA,NA,NA,NA,NA,NA
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","National Legislation, Policy and Financing",40,2017,"Prevent","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","IHR Coordination, Communication and Advocacy",40,2017,"Prevent","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Antimicrobial Resistance",40,2017,"Prevent","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Zoonotic Disease",50,2017,"Prevent","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Food Safety",40,2017,"Prevent","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Biosafety and Biosecurity",30,2017,"Prevent","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Immunization",70,2017,"Prevent","green"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","National Laboratory System",50,2017,"Detect","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Real-Time Surveillance",60,2017,"Detect","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Reporting",50,2017,"Detect","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Human Resources (Animal and human health sector)",40,2017,"Detect","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Preparedness",20,2017,"Respond","red"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Emergency Response Operations",30,2017,"Respond","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Linking Public Health and Security Authorities",40,2017,"Respond","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Medical Countermeasures",20,2017,"Respond","red"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Risk Communication",40,2017,"Respond","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Events Points of Entry (PoEs)",40,2017,"Other Hazards","yellow"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Chemical Events",20,2017,"Other Hazards","red"
"Myanmar","MMR","East Asia & Pacific","Lower middle income","IDA",NA,"Myanmar (Burma)","MMR","South-East Asia Region","Myanmar","Radiation Emergencies",20,2017,"Other Hazards","red"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","National Legislation, Policy and Financing",40,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","IHR Coordination, Communication and Advocacy",40,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Antimicrobial Resistance",40,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Zoonotic Disease",40,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Food Safety",40,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Biosafety and Biosecurity",40,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Immunization",50,2019,"Prevent","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","National Laboratory System",50,2019,"Detect","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Real-Time Surveillance",70,2019,"Detect","green"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Reporting",60,2019,"Detect","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Human Resources (Animal and human health sector)",40,2019,"Detect","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Preparedness",40,2019,"Respond","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Emergency Response Operations",70,2019,"Respond","green"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Linking Public Health and Security Authorities",60,2019,"Respond","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Medical Countermeasures",60,2019,"Respond","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Risk Communication",60,2019,"Respond","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Events Points of Entry (PoEs)",40,2019,"Other Hazards","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Chemical Events",40,2019,"Other Hazards","yellow"
"Montenegro","MNE","Europe & Central Asia","Upper middle income","IBRD",NA,"Montenegro","MNE","European Region","Montenegro","Radiation Emergencies",80,2019,"Other Hazards","green"
"Mongolia","MNG","East Asia & Pacific","Lower middle income","IBRD",NA,"Mongolia","MNG","Western Pacific Region","Mongolia","National Legislation, Policy and Financing",60,2017,"Prevent","yellow"
"Mongolia","MNG","East Asia & Pacific","Lower middle income","IBRD",NA,"Mongolia","MNG","Western Pacific Region","Mongolia","IHR Coordination, Communication and Advocacy",60,2017,"Prevent","yellow"
"Mongolia","MNG","East Asia & Pacific","Lower middle income","IBRD",NA,"Mongolia","MNG","Western Pacific Region","Mongolia","Antimicrobial Resistance",50,2017,"Prevent","yellow"
"Mongolia","MNG","East Asia & Pacific","Lower middle income","IBRD",NA,"Mongolia","MNG","Western Pacific Region","Mongolia","Zoonotic Disease",60,2017,"Prevent","yellow"
"Mongolia","MNG","East Asia & Pacific","Lower middle income","IBRD",NA,"Mongolia","MNG","Western Pacific Region","Mongolia","Food Safety",60,2017,"Prevent","yellow"
"Mongolia","MNG","East Asia & Pacific","Lower middle income","IBRD",NA,"Mongolia","MNG","Western Pacific Region","Mongolia","Biosafety and Biosecurity",40,2017,"Prevent","yellow"
